comment,rate,created_at,operator_name
"The bus was old, but space for sit are bigger than normal bus. I confuse bus station, between ticket counter and bus station, it should be have a car transfer from ticket counter to bus station.",3.6,2018-10-07 10:11:41 UTC,Mekong Express
I book a window seat in advance in the Internet but needed to change it without any asking by your staff due to another family asked a staff to assign my original seat and got the permission without my permission. It was literally unprofessional...,3.6,2018-10-07 10:17:33 UTC,Mekong Express
We left late but the ride was ok. Driver drove nicely and safe. ,4.6,2018-10-07 10:42:36 UTC,Larryta Bus
,5,2018-10-07 12:59:17 UTC,Mekong Express
The bus was broken and we have to wait almost 2hours and not all passengers got evacuated at the same time.,1.8,2018-10-07 13:35:11 UTC,Phnom Penh Sorya
"The bus was late. If you were to book anything afterward, do not chose this company. Most important of all THERE WERE NO SUCH THING AS SEATING NUMBER. The bus conductor ask you to seat where ever they want. It is so Frustrating. ",1.8,2018-10-07 15:09:29 UTC,Mekong Express
Punctuality is not good... ,3.4,2018-10-07 18:41:20 UTC,Mekong Express
We purchased a VIP van due to departure and arrival time.  On arrival we were told things are running late.  What they didnt say was you vip van is not coming but in 1 hr you will be put on a bus to make the trip. Should have afford us a discount but nope,2,2018-10-07 22:37:34 UTC,Champa Mekong
"It took about 2 hours to clear immigration and customs on the vietnamese side. Why? This made the trip extremely frustrating and tiring. If not for that, the trip would have been much better.",3.4,2018-10-08 00:05:02 UTC,Mekong Express
"great driver, very safety conscious ",4.8,2018-10-08 00:16:50 UTC,Private Taxi Service
"Excellent service, very happy. ",5,2018-10-08 01:17:45 UTC,Private Taxi Service
,4.6,2018-10-08 01:30:52 UTC,CamPost
"I booked a minivan, but they had a big bus. I have a broken leg and had specifically booked the seats in front. Champa did not consider any compensation, and also went to Vietnam first. After 7 years in KH, I know that better service is available.",1.6,2018-10-08 02:30:06 UTC,Champa Mekong
Can we change our booking on our way back tp PP? ,5,2018-10-08 05:04:41 UTC,Mekong Express
Can we change our booking on our way back tp PP? ,4.8,2018-10-08 05:05:12 UTC,Mekong Express
"Trip took 8,5 hours. Could have little bit more legroom, though not a problem when you have average height.",3.8,2018-10-08 10:04:43 UTC,CamPost
terrible traffic jam and crowed immigration took 12hours to ho chi ming !!,2.2,2018-10-08 10:12:50 UTC,Mekong Express
Departure time should be more accurated. The ticket said leave at 8:30 but actual at 9. Must fill the tank before leave. Take passenger along there way also annoying. ,3,2018-10-08 10:13:48 UTC,Mekong Express
Cleanliness need to be improved inside bus n pillow n mattresses. ,2.2,2018-10-08 10:44:18 UTC,Virak Buntham Old
"The driver was so dangerous.
When turning left corners, he would drive entirely in the wrong lane, even on blind corners. He also overtook cars when going up hill and sped constantly. Very unsafe!",1.4,2018-10-08 11:17:01 UTC,Thy Socheata (T.C.T.) Express
"I don’t know what “inspector” means in this context. 
The driver was nice and on time. Sometimes he drive a little recklessly when overtaking other cars. We are Europeans and not used to that kind of driving I think. ",4.2,2018-10-08 11:44:20 UTC,Private Taxi Service
"I don’t understand what “inspector” means. The driver was excellent. He drove calmly and safely. However, unfortunately there was no seatbelt for three people in the back seat. For us, that was a big problem but we hadn’t pointed it out. So our fault. ",4,2018-10-08 11:47:18 UTC,Private Taxi Service
Absolute nightmare. Almost missed the ferry to Koh Rong because the 5 hour drive from Phnom Penh took SEVEN hours instead. We had two flat tires (driver hit every pothole in Cambodia) and then stopped for a “rest” even though we were already running late.,1.8,2018-10-08 11:51:50 UTC,CTT Transportation
The trip itself was great. The double decker was very comfortable and had a washroom. But the inspector should have been more clear on the stops that the bus would make in Bangkok. I missed mine because he didn't announce,4.6,2018-10-08 12:25:37 UTC,Virak Buntham Old
Better than average by Cambodian standards. Typical aggressive driving but the driver did leave exactly on time and we only arrived half an hour late,3.4,2018-10-08 12:27:50 UTC,Ekareach Express
"Worse than average by Cambodian standards. I arrived at departure terminal 15 min early and saw 2 vans pull away early, with no communication with inside staff. Ended up taking another bus 45 min later. At least they provide bottled water and a towel",2.2,2018-10-08 12:30:54 UTC,Larryta Bus
Really great!,5,2018-10-08 13:53:29 UTC,CamPost
"Hello, 
Our driver was 40 minutes left and dropping point was not the one on the confirmation. 
We arrive at 1:00 AM. 
The driver did all deliveries package before dropping us off. ",1.4,2018-10-08 14:19:02 UTC,Mekong Express
"Hello, 
Our driver was 40 minutes left and dropping point was not the one on the confirmation. 
We arrive at 1:00 AM. 
The driver did all deliveries package before dropping us off. ",1.4,2018-10-08 14:19:17 UTC,Mekong Express
,4.8,2018-10-08 14:25:27 UTC,Mekong Express
,5,2018-10-08 15:41:36 UTC,Mekong Express
A truly terrible experience. Bus filled with strong fumes and smoke but the driver wouldn’t stop until half of the bus was choking. It then stopped by the side of the road. No attempt to apologise. Waited 3 hours. Left PP 10am arrived 10.30pm. No meals!,1,2018-10-08 23:10:04 UTC,Phnom Penh Sorya
"Still the best of the minibus companies in Cambodia, even though we arrived late on this trip. Friendly bus driver, safe driving",4,2018-10-08 23:46:16 UTC,CamPost
The worst bus journey of my life. 13 hours on a bus with no toilet. I will never use this company again. ,1,2018-10-09 04:05:36 UTC,Mekong Express
ARRIVED 3 HRS LATE DUE TO CONGESTION AT THE VIETNAMESE BORDER?/ NO ABC SNACKS ? I AM  A REGULAR TRAVELER EVERY 3  MONTHS ALL IN-ALL USUAL GOOD STANDARD THE SEAT CUSHION ON A1 MITSUBISHI BUS A BIT THIN .CANT WAIT TILL FLEET ALL NEW  THANKS FOR THE USUAL GO,2.8,2018-10-09 08:15:00 UTC,Mekong Express
,2.8,2018-10-09 10:21:01 UTC,Mekong Express
All went accordingly to get us through the border.,3,2018-10-09 11:04:46 UTC,Mekong Express
"Old bus, too long trip",1.8,2018-10-09 11:48:09 UTC,Mekong Express
"The address on the website is wrong, so I wasted my time and my money going to the incorrect place. Then you cancelled my trip cause you got “problems with the air conditioner of the van”. So I had to wait 3 more hours to go in a horrible bus from another",1,2018-10-09 14:04:05 UTC,CTT Transportation
Seat No.15 very uncomfortable. Seat was very hard. 30 mins later for departure. AC was fairly ok. ,2.8,2018-10-09 14:26:46 UTC,Bayon VIP
"The bus itself was comfortable and spacious, what should have been a 4 hour trip was over 7! The bus was late to start with, we proceeded to have not 1 but 2 flat tyres during the trip. To top it off we got dropped off to location different to informed. ",2.2,2018-10-10 00:06:41 UTC,CTT Transportation
,2,2018-10-10 04:54:17 UTC,Larryta Bus
"He always pick up the other guests along the way.
Stop for lunch unsuitable time and didn’t care about foreigners who can’t eat local foods.",2.8,2018-10-10 10:14:35 UTC,Bayon VIP
The drive stopped to many location to pick you passengers. Also he stopped in betwen to purchase his own along the road side ,2.4,2018-10-10 10:22:37 UTC,Mekong Express
"No border immigration delay issue this time.
",4.8,2018-10-10 11:12:43 UTC,Mekong Express
"Good driver, comfortable seat, fast wifi. I had a trip from Sihanoukville to Phnom Penh (11:30) which supposed to be 4 h. We arrived in 3h55mins even though we had 3 stops. Defiantly recommend you the Bayoun VIP bus. ",5,2018-10-10 11:17:06 UTC,Bayon VIP
It was a great travel :),3.4,2018-10-10 11:37:17 UTC,CamPost
"There were so many people who rode on/ off on the way, so we arrived 2hours late. I’ll never use Mekong express.",2.2,2018-10-10 13:00:03 UTC,Mekong Express
"Bus left precisely on time and has all the necessities for a comfortable trip - aircon worked well, reclining chairs & free water bottle was appreciated. However the driver does do multiple stops on the way to pick up locals.",4,2018-10-10 13:12:27 UTC,Bayon VIP
"The driver from Kamput was very disrespectful. The bus was not on time. We got to PhnomPenh 2 hours delay. The worst company.
",1,2018-10-10 13:51:31 UTC,Champa Mekong
Your company is very careless with the customer. You change our seat without getting an agreement from us. I really disappointed both your company and car company. ,1,2018-10-10 14:30:15 UTC,Virak Buntham Old
"The car that drove me back was too old, the air-condition didn't work; therefore, I sweated from Siemreap to PP. You should fix it. ",3.6,2018-10-10 15:13:14 UTC,Larryta Bus
,5,2018-10-10 16:29:39 UTC,Virak Buntham Old
"Worst service, very lousy transport , pls avoid , if you can ",1,2018-10-11 02:45:54 UTC,Champa Mekong
Changed driver on morning of pickup resulting in late  pick up.   No issue with driver who showed up.   Would probably not book a taxi with you again.  Better service from our taxi guys. I did not have accomodation or inspector ,1.6,2018-10-11 02:46:06 UTC,Private Taxi Service
Traveled PP-SHK right before PchumBen holiday at 7.30am so expected some delays. Rode in new Ford van very comfortable. Driver was good and careful. A lot of traffic going out of city due to holidays.Took 6 hours to arrive to SHK. A bit slow but safe.,4.4,2018-10-11 03:17:16 UTC,Larryta Bus
Good driving and be on time. Thank ,4.2,2018-10-11 08:21:13 UTC,CamPost
Great service,5,2018-10-11 10:01:29 UTC,Virak Buntham Old
Fast and safe,4.8,2018-10-11 10:02:14 UTC,Mekong Express
,3.4,2018-10-11 10:03:00 UTC,Mekong Express
"Very good just we arrive 1hours late but no matter, all was very good and the driver offer the water",4.8,2018-10-11 10:06:00 UTC,Mekong Express
The bus is a bit old and during the travel there is water lacking from the air-con. ,3,2018-10-11 10:06:13 UTC,Mekong Express
,2.6,2018-10-11 10:22:23 UTC,Mekong Express
Ride was good especially compared to other companies (like Olongpich!! So bad) Stopped at a cute coffee place on the way and arrived in Siem with only 1hour delay.,4.2,2018-10-11 10:46:12 UTC,Mekong Express
"The driving was too dangerous, we were really scared and couldn’t complain because the driver didn’t understand English. The rest was ok but safety is first, so I would not recommend traveling with this company. ",2.4,2018-10-11 10:53:34 UTC,Bayon VIP
"The service is fine, the departure was actually on time but the vip van was kind of old and when it drived, it made a lot of noices. It looked new from outside but not the inside. So it was really like I was taking a normal 42 seats old bus, not a VIP one",2.8,2018-10-11 11:01:10 UTC,Bayon VIP
"Company forgot to tell the driver to pick 2 other guests on the way (don't know, just my theory). Driver was kinda too fast on the hole filled road. Huge traffic (no ones fault). So from original 4hrs it became 7hrs. But overall it was good. Recommend.",3.6,2018-10-11 11:29:14 UTC,CamPost
First we book the seat but they changed our seat without no good reason. So we feel so hot in the back of the car. Second the car didn’t stop in the right place (arrived place). So I pay more money for tuk tuk. ,2.2,2018-10-11 12:21:14 UTC,Mekong Express
Cleanliness n air cond to be improved ,2.8,2018-10-11 12:31:29 UTC,Virak Buntham Old
Buses should be renewed soon,3.8,2018-10-11 13:27:25 UTC,Mekong Express
I booked mini van at 6:30am but the car arrived at 7am. The seatbelt did not work. Flat tire along the way and we were transffered to bus. It took 8 hours to arrive in Ho Chi Ming. One of the bad experience i had so far. ,1.6,2018-10-11 14:33:49 UTC,Mekong Express
"Very happy with the service received.
Very comfortable mini van

Don't know what I'm meant to mark about Inspector? What inspector? 
And had no accommodation booked through you?",4.2,2018-10-11 14:34:16 UTC,Mekong Express
Friendly and helpful staffs. When we reach Siem Reap the staff was helpful snd assist us to contact our hotel which was late for pick up,5,2018-10-11 14:56:07 UTC,Mekong Express
"Mekong Express should make it clear that they no longer take passengers to their final destination for free, and they don't pick up on holidays. Also, drivers make extra money picking up passengers along the way, taking the rest of us on long detours.",3.2,2018-10-11 16:17:49 UTC,Mekong Express
"Was all good, just a bit too hot in the van.",3.8,2018-10-11 17:31:46 UTC,Bayon VIP
